0,0,0
0.000908215,-1.35984e-06,3.06264e-06
0.0134501,-7.53614e-05,-0.000732636
0.0413938,-8.5548e-05,-0.00136261
0.0814961,-0.000173205,-0.0031436
0.133784,-0.000508203,-0.00671849
0.201646,-0.000911181,-0.00914623
0.287584,-0.000958664,-0.00876193
0.388558,0.000178372,-0.00597653
0.497965,0.00212782,-0.00431006
0.616562,0.00427412,-0.00246702
0.74216,0.00608909,-0.000851679
0.871286,0.00764055,0.000374041
1.00181,0.00878812,0.00106433
1.13174,0.00954173,0.00163545
1.25806,0.00987832,0.00167007
1.37906,0.00982912,0.00162533
1.49129,0.00952644,0.00109083
1.5962,0.00926434,0.0024059
1.68846,0.00905742,0.00387889
1.76364,0.00880922,0.00388542
1.82166,0.00826271,0.00332323
1.86383,0.00762002,0.00312469
1.90514,0.00643883,0.00161547
1.95751,0.00424776,-0.00264066
2.0237,0.00124273,-0.00694393
2.10915,-0.00188497,-0.00802384
2.20287,-0.00482906,-0.0113167
2.3107,-0.00736838,-0.0123814
2.42734,-0.0101245,-0.0131881
2.54962,-0.0127327,-0.0138454
2.67527,-0.0157082,-0.0146259
2.80289,-0.0191929,-0.0156947
2.92764,-0.0232267,-0.0171004
3.04803,-0.0277958,-0.0189641
3.1615,-0.0334061,-0.0217226
3.26642,-0.0393387,-0.0245073
3.36367,-0.0450695,-0.024943
3.44733,-0.0502418,-0.0255261
3.51432,-0.0547857,-0.027027
3.56553,-0.0588535,-0.0291472
3.60239,-0.0623724,-0.03116
3.64214,-0.0663688,-0.0334485
3.69698,-0.0717434,-0.035819
3.76449,-0.0795319,-0.0394663
3.84771,-0.0885087,-0.0425308
3.94169,-0.0981856,-0.0457911
4.04584,-0.108923,-0.0489642
4.15836,-0.120908,-0.0529177
4.27692,-0.134131,-0.0571165
4.39798,-0.148396,-0.0618497
4.52082,-0.16332,-0.0666793
4.64021,-0.178301,-0.0715822
4.75634,-0.193454,-0.0759145
4.86321,-0.207667,-0.0813272
4.96041,-0.220989,-0.0872667
5.04648,-0.232731,-0.0926837
5.12004,-0.242433,-0.097071
5.18502,-0.250108,-0.0983347
5.23836,-0.255605,-0.0985749
5.28109,-0.259464,-0.0980721
5.32897,-0.263418,-0.0961032
5.39229,-0.268409,-0.094581
5.46712,-0.274228,-0.0938648
5.55543,-0.28124,-0.0927646
5.65608,-0.289012,-0.0910852
5.76652,-0.297733,-0.0901114
5.88554,-0.306755,-0.0887821
6.00994,-0.315782,-0.0874477
6.13752,-0.324211,-0.085625
6.26718,-0.330624,-0.0824789
6.39375,-0.335459,-0.0789505
6.51658,-0.338951,-0.0748601
6.63358,-0.341498,-0.0705382
6.74165,-0.342267,-0.065712
6.83894,-0.342553,-0.0612049
6.92502,-0.342529,-0.056147
6.99104,-0.342277,-0.0541578
7.04294,-0.341664,-0.0528354
7.08278,-0.341641,-0.0516908
7.1233,-0.341891,-0.052056
7.17578,-0.342193,-0.053911
7.24113,-0.342752,-0.0554003
7.32592,-0.343293,-0.0526535
7.42309,-0.343409,-0.0487726
7.52943,-0.342792,-0.0451333
7.64479,-0.342769,-0.0417028
7.7662,-0.343515,-0.0386423
7.89063,-0.345057,-0.0363984
8.01691,-0.347567,-0.0350392
8.14013,-0.350931,-0.0346686
8.25869,-0.355127,-0.0345685
8.36276,-0.36,-0.034258
8.44776,-0.363757,-0.0336134
8.51489,-0.367562,-0.0359648
8.57621,-0.371511,-0.03767
8.63337,-0.374774,-0.0407944
8.6965,-0.378316,-0.0409766
8.75755,-0.383257,-0.0416859
8.81238,-0.386682,-0.0422771
8.85756,-0.389459,-0.0428746
8.90765,-0.392342,-0.0429596
8.97299,-0.396208,-0.043686
9.05209,-0.400923,-0.0445234
9.1415,-0.406402,-0.0457486
9.24063,-0.41225,-0.0466314
9.34791,-0.418492,-0.0474546
9.46086,-0.424903,-0.0481478
9.57712,-0.431379,-0.0487271
9.69513,-0.437844,-0.0491761
9.81069,-0.444063,-0.0495204
9.92423,-0.450047,-0.0497166
10.0305,-0.4549,-0.0499108
10.1274,-0.459661,-0.0499439
10.2132,-0.463846,-0.0498867
10.2857,-0.467305,-0.0497937
10.3437,-0.470001,-0.0496684
10.3879,-0.471997,-0.0495277
10.433,-0.474091,-0.0495034
10.4927,-0.476733,-0.0492939
10.5668,-0.479927,-0.0489731
10.6533,-0.483643,-0.0486342
10.7497,-0.487708,-0.0481983
10.8541,-0.492215,-0.0478555
10.9643,-0.496959,-0.047502
11.0777,-0.501855,-0.047174
11.1761,-0.505904,-0.046622
11.2551,-0.509742,-0.0464684
11.3288,-0.513097,-0.0465635
11.4051,-0.516336,-0.0466736
11.491,-0.520877,-0.0466845
11.5872,-0.520642,-0.046594
11.6676,-0.525221,-0.0462025
11.7409,-0.528034,-0.0459298
11.8071,-0.530894,-0.0457725
11.866,-0.533449,-0.0456307
11.9171,-0.535674,-0.0455149
11.9611,-0.537582,-0.0454029
12.0102,-0.539798,-0.045646
12.0743,-0.542668,-0.046012
12.1526,-0.546154,-0.0464419
12.2421,-0.550004,-0.0460086
12.3418,-0.55421,-0.0457218
12.4497,-0.558641,-0.0453985
12.5632,-0.563369,-0.0451101
12.6801,-0.568291,-0.0448753
12.7988,-0.573368,-0.0447098
12.915,-0.57842,-0.0446145
13.0274,-0.583426,-0.0446101
13.1303,-0.587721,-0.0444017
13.2269,-0.591491,-0.0446137
13.3134,-0.595429,-0.0447649
13.388,-0.599023,-0.0449616
13.4504,-0.602111,-0.0451676
13.5005,-0.604648,-0.045348
13.5392,-0.606643,-0.0455169
13.5818,-0.608876,-0.0460323
13.6394,-0.611893,-0.0463056
13.7112,-0.615682,-0.0466375
13.796,-0.620133,-0.0469264
13.8917,-0.625098,-0.047296
13.998,-0.630633,-0.0475949
14.1123,-0.63666,-0.0479916
14.2324,-0.643061,-0.0484144
14.3558,-0.649743,-0.0488814
14.4808,-0.656576,-0.0493541
14.6027,-0.662998,-0.0499095
14.7205,-0.670054,-0.0502103
14.8329,-0.676228,-0.05045
14.9368,-0.681702,-0.0505786
15.0298,-0.686416,-0.0505821
15.1093,-0.690293,-0.0504891
15.1743,-0.693315,-0.0503224
15.2253,-0.695551,-0.0501076
15.2626,-0.697072,-0.0498873
15.303,-0.698765,-0.0496786
15.3574,-0.700869,-0.0492839
15.4261,-0.703437,-0.048757
15.5084,-0.706311,-0.0480976
15.6021,-0.709588,-0.0470836
15.7055,-0.712975,-0.0460297
15.818,-0.716369,-0.0448213
15.9356,-0.719301,-0.0435624
16.0585,-0.721674,-0.0417431
16.1812,-0.723946,-0.0401456
16.2989,-0.725988,-0.0377266
16.4137,-0.727785,-0.0359624
16.524,-0.728935,-0.0350007
16.6268,-0.730162,-0.0351864
17.1818,-0.731343,-0.025522
17.2853,-0.731016,-0.023719
17.3978,-0.731099,-0.0213562
17.5202,-0.732054,-0.0204495
17.6484,-0.733696,-0.0200315
17.7796,-0.736117,-0.0199929
17.9125,-0.739069,-0.0201999
18.1686,-0.746257,-0.0213578
18.2885,-0.750428,-0.0224945
18.3999,-0.754842,-0.0239505
18.5023,-0.7594,-0.0269693
18.5915,-0.763921,-0.0299946
18.6617,-0.767578,-0.031012
18.7161,-0.770423,-0.0324378
18.7538,-0.772116,-0.0329739
18.7936,-0.773607,-0.0327942
18.8463,-0.77559,-0.0329103
18.9136,-0.777997,-0.0331682
18.9912,-0.780446,-0.0315482
19.0811,-0.78292,-0.0290249
19.1872,-0.785553,-0.02829
19.3049,-0.788614,-0.0283171
19.4303,-0.792027,-0.0282605
19.5618,-0.795325,-0.0281545
19.6961,-0.79805,-0.0273954
19.8324,-0.800058,-0.0262359
19.9657,-0.801083,-0.0244425
20.096,-0.80044,-0.0221897
20.2183,-0.79862,-0.0186545
20.3325,-0.795879,-0.0153391
20.435,-0.791985,-0.0123118
20.5246,-0.788074,-0.00976328
20.5971,-0.784498,-0.00667042
20.6549,-0.781691,-0.00533578
20.6956,-0.779366,-0.00360885
20.7347,-0.777056,-0.00136567
20.7849,-0.773422,0.00386744
20.8497,-0.768588,0.00907379
20.9324,-0.763776,0.0113443
21.028,-0.759631,0.012598
21.1342,-0.756358,0.0135415
21.2485,-0.7536,0.014347
21.3687,-0.751432,0.0146334
21.493,-0.749952,0.0140254
21.6185,-0.749315,0.0132765
21.7412,-0.749603,0.0120892
21.8607,-0.75178,0.00923957
21.9725,-0.755048,0.00662195
22.0755,-0.759381,0.00318607
22.1615,-0.763915,0.00271909
22.2365,-0.768738,0.00191495
22.3022,-0.774951,-0.001418
22.3565,-0.780546,-0.00455587
22.4005,-0.785952,-0.00833396
22.432,-0.790422,-0.010923
22.4697,-0.794814,-0.0138117
22.5195,-0.801518,-0.0177722
22.5828,-0.810447,-0.0230413
22.6564,-0.820328,-0.0262957
22.7475,-0.832152,-0.0338062
22.848,-0.844964,-0.0412865
22.9544,-0.858102,-0.0469862
23.0666,-0.870894,-0.0518418
23.1827,-0.883161,-0.0561117
23.2991,-0.895051,-0.0594283
23.4134,-0.905966,-0.061759
23.5253,-0.915886,-0.0640579
23.6299,-0.924428,-0.0649984
23.729,-0.932072,-0.0674496
23.8174,-0.938379,-0.0693748
23.8909,-0.943084,-0.0697544
23.9482,-0.945985,-0.0688278
23.9915,-0.947611,-0.0680371
24.0346,-0.948237,-0.0654672
24.0887,-0.948181,-0.0602655
24.6914,-0.949065,-0.0371708
24.8195,-0.949885,-0.0348564
24.9488,-0.949212,-0.0314322
25.0753,-0.947815,-0.0278206
25.1992,-0.945958,-0.0249545
25.3139,-0.943721,-0.0209339
25.4213,-0.941179,-0.0184292
25.5168,-0.938759,-0.0163011
25.5998,-0.936793,-0.0149429
25.6676,-0.934973,-0.0130158
25.7214,-0.933654,-0.0119676
25.7621,-0.932575,-0.011307
25.8065,-0.931546,-0.0112893
25.8667,-0.930088,-0.0106271
25.9396,-0.927639,-0.0092433
26.0235,-0.924995,-0.00678334
26.1149,-0.921839,-0.0023059
26.2192,-0.918299,0.000796152
26.3337,-0.91584,0.00297675
26.4545,-0.91429,0.00407437
26.579,-0.913224,0.00441366
26.7049,-0.912654,0.00443217
26.8269,-0.912402,0.00435746
26.9444,-0.912327,0.00392297
27.0544,-0.912335,0.00314759
27.1534,-0.912787,0.000792956
27.2442,-0.912436,-8.2558e-05
27.3237,-0.912522,-0.00107645
27.3877,-0.912277,-0.000396412
27.4383,-0.912047,-0.00034408
27.4746,-0.911876,-0.000500674
27.5151,-0.911629,-0.000833436
27.5679,-0.91135,-0.000554603
27.6347,-0.910811,6.49811e-05
27.7133,-0.909891,0.00189164
27.8065,-0.908984,0.00190935
27.9105,-0.908145,0.00164237
28.0221,-0.907628,0.00172653
28.1396,-0.907104,0.001771
28.2601,-0.906451,0.00206209
28.3827,-0.905743,0.00235636
28.5019,-0.904944,0.00292109
28.617,-0.904127,0.00336783
28.7253,-0.903363,0.00408382
28.8274,-0.90279,0.00326757
29.1565,-0.902014,0.000454468
29.2202,-0.901462,0.000879376
29.2969,-0.900535,0.00223679
29.3868,-0.899569,0.00222773
29.4868,-0.898664,0.00185103
29.5942,-0.897921,0.0023778
29.7084,-0.897186,0.00241922
29.8261,-0.896333,0.00258353
29.9455,-0.895547,0.00290791
30.061,-0.894473,0.00338088
30.172,-0.894344,0.00383895
30.2804,-0.893616,0.00350911
30.3809,-0.893228,0.00164983
30.4703,-0.89329,-0.000177233
30.5442,-0.893366,-0.00067884
30.6014,-0.893151,-0.00019734
30.6463,-0.893002,-0.00050893
30.6761,-0.892791,-0.000213319
30.7104,-0.892598,-0.000381631
30.7523,-0.8917,0.00374361
30.8082,-0.890402,0.00798722
30.8821,-0.888966,0.0102779
30.9722,-0.888484,0.00870654
31.0711,-0.889078,0.00628573
31.1771,-0.889489,0.00385306
31.2873,-0.8901,0.00320205
31.4006,-0.890336,0.00307662
31.5168,-0.890046,0.00298674
31.6302,-0.88951,0.00309899
31.7382,-0.888849,0.00393376
31.8409,-0.888328,0.003397
31.9344,-0.887911,0.00282295
32.0177,-0.88773,0.00200762
32.0897,-0.887534,0.00159031
32.1499,-0.887421,0.000670451
32.1959,-0.887249,0.000775646
32.2304,-0.886898,0.00145542
32.2695,-0.886483,0.00208672
32.3246,-0.88588,0.00237128
32.3946,-0.885284,0.00174331
32.4749,-0.884426,0.00331071
32.5687,-0.88422,0.00300871
32.6726,-0.883481,0.00263986
32.7851,-0.882951,0.00223998
32.9021,-0.882287,0.00247181
33.0233,-0.88166,0.00262348
33.1446,-0.881251,0.00298181
33.2627,-0.879422,0.00320392
33.3764,-0.878245,0.00435174
33.4866,-0.87736,0.00429861
33.5831,-0.876395,0.00653966
33.6662,-0.875361,0.00962373
33.7385,-0.874234,0.0125163
33.8039,-0.873696,0.0120555
33.8561,-0.873663,0.0118343
33.8979,-0.87402,0.0107445
33.943,-0.874345,0.00983372
34.001,-0.874885,0.00874476
34.0738,-0.875408,0.00743821
34.1563,-0.875645,0.00806165
34.2468,-0.875355,0.00986595
34.3461,-0.87452,0.0114863
34.4564,-0.873893,0.0102501
34.5688,-0.873642,0.00957074
34.6833,-0.873794,0.00871879
34.7943,-0.873689,0.00850947
34.9019,-0.873485,0.00809468
34.9976,-0.872801,0.0104953
35.084,-0.871851,0.0132071
35.1605,-0.870712,0.0158254
35.2299,-0.870176,0.0155985
35.2857,-0.870116,0.0156764
35.3315,-0.870328,0.0147114
35.3644,-0.870562,0.0145134
35.4009,-0.870652,0.014912
35.4525,-0.870898,0.0142548
35.5174,-0.871325,0.0134681
35.5984,-0.871802,0.0119167
35.6925,-0.872337,0.00947566
35.7964,-0.87289,0.00699253
35.9064,-0.873132,0.00614937
36.0208,-0.873087,0.00581701
36.1414,-0.87214,0.00558478
36.2626,-0.870802,0.00593193
36.3794,-0.869388,0.00702675
36.4949,-0.868078,0.0065852
36.603,-0.866912,0.00670171
36.7046,-0.866243,0.00507692
36.7955,-0.865799,0.00337183
36.871,-0.865475,0.00290591
36.9315,-0.865084,0.00257368
36.9775,-0.864666,0.00246249
37.026,-0.864131,0.00246982
37.0881,-0.863229,0.00308953
37.1617,-0.86164,0.00614631
37.2484,-0.859723,0.00867218
37.3471,-0.85746,0.0112714
37.4598,-0.855753,0.0116211
